created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,,,,,,,,,,,,,,,
Sat Sep 30 18:26:34 +0000 2023,1.70819E+18,@BungkusTukang @ganjarpranowo salut banget capres yg omongannya cakep tu pak ganjar,0,0,0,0,in,1.45032E+18,1.70799E+18,glowiiez,https://twitter.com/glowiiez/status/1708186591431426249,,,,,,,,,,,,,,,
Sat Sep 30 18:24:02 +0000 2023,1.70819E+18,Seguirán creyendo las mentiras del de Capres estos pobres estudiantes...? Sería el colmo!!!,0,0,1,0,es,2493203197,1.70819E+18,Salvador0995,https://twitter.com/Salvador0995/status/1708185954287075394,,,,,,,,,,,,,,,
Sat Sep 30 18:23:46 +0000 2023,1.70819E+18,@YEONJUNNkyu capres dunia nyata apa capres dunia rp?,0,1,0,0,in,7.73623E+17,1.70818E+18,dearlyakipi,https://twitter.com/dearlyakipi/status/1708185884494057736,,,,,,,,,,,,,,,
Sat Sep 30 18:22:32 +0000 2023,1.70819E+18,Anies Unggah Foto dengan Prof. Salim,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 18:22:23 +0000 2023,1.70819E+18,@bangherwin @airlangga_hrt @prabowo @Gerindra Andai saya @gibran_tweet saya akan dengan tegas mengatakan saya kader @PDI_Perjuangan yang mendukung penuh @ganjarpranowo jadi capres &amp  tidak akan berkhianat untuk bergabung dengan partai lain menjadi cawa,0,0,0,0,in,3244905644,1.708E+18,Mi73Hel,https://twitter.com/Mi73Hel/status/1708185538870829126,,,,,,,,,,,,,,,
Sat Sep 30 18:15:04 +0000 2023,1.70818E+18,Sebenernya ini masalah nasional gak sih? Banyak orang yang merasa terganggu dengan adanya kang parkir dari dulu. Udah bayar,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 18:14:41 +0000 2023,1.70818E+18,@Txtdariiugm anaknya capres tapi dah pindah,2,1,0,1,in,1.0417E+18,1.70808E+18,originimayo,https://twitter.com/originimayo/status/1708183601685381170,,,,,,,,,,,,,,,
Sat Sep 30 18:11:19 +0000 2023,1.70818E+18,@Umar_Hasibuan__ Lha iya...Cak Imin kan bukan Capres,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 18:09:16 +0000 2023,1.70818E+18,@Metro_TV @aniesbaswedan Kasihan bener anak-2 muda,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 18:08:37 +0000 2023,1.70818E+18,@bukan_bumbu @CNNIndonesia Engga juga,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 18:08:30 +0000 2023,1.70818E+18,@HermawanSa33755 @Mdy_Asmara1701 Ya masak kudu ngasih tau soal ginian biar pinter dikit ❌ 2012 ada yg jd gubernur,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 18:07:26 +0000 2023,1.70818E+18,@are_inismyname @bengkeldodo @YouTube Orasi beda dgn debat......?! Kita lihat saja nanti para capres kemampuan debat sejauh mana efektif,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 18:07:08 +0000 2023,1.70818E+18,still confused,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 18:07:02 +0000 2023,1.70818E+18,Siapa dan Mengapa Memilih Anies Baswedan sebagai Capres 2024.   Untuk mengatasi dan menangani hal yang berat dan sulit tersebut,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 18:05:57 +0000 2023,1.70818E+18,@Resty_J_Cayah JOK BILANG.... ASN GA BOLEH DUKUNG CAPRES‼️,0,0,0,1,in,1.57363E+18,1.70815E+18,Zaenal58788427,https://twitter.com/Zaenal58788427/status/1708181404583125257,,,,,,,,,,,,,,,
Sat Sep 30 18:05:40 +0000 2023,1.70818E+18,Jokowi-Megawati sepakat usung Ganjar-Prabowo sebagai capres dan cawapres hoaks! https://t.co/2O4DoRDHDE https://t.co/5F0Q3uWrwg,0,0,0,0,in,232112069,1.70818E+18,terasnarang,https://twitter.com/terasnarang/status/1708181330541105658,,,,,,,,,,,,,,,
Sat Sep 30 18:05:39 +0000 2023,1.70818E+18,@dwioktariyadi Bilang aja pilih capres yang tidak punya identitas dan ijazah…. Ya thooo,0,0,0,2,in,1.68602E+18,1.70806E+18,PuangRahmang,https://twitter.com/PuangRahmang/status/1708181326388678707,,,,,,,,,,,,,,,
Sat Sep 30 18:04:17 +0000 2023,1.70818E+18,@MaulanaSiregar_ @CNNIndonesia Ah kayak gak paham sama konsep lempar pancingan aja. Sama itu ngapain tiba2 dibolehin capres cawapres usianya 30 an tahun? Wkwk. Masa gak ngerti,0,1,0,3,in,70622082,1.70815E+18,bukan_bumbu,https://twitter.com/bukan_bumbu/status/1708180985177866662,,,,,,,,,,,,,,,
Sat Sep 30 18:02:55 +0000 2023,1.70818E+18,@Dennysiregar7 Di Jaksel produser,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 18:02:19 +0000 2023,1.70818E+18,Mmng Yg Trsesat Itu Tdk Diakui Stelah Anda @prabowo Mnjadi Presiden? Mnurut Sy Apbl Anda Mnjadi Presiden Buktikn Sj Trlebih Dahulu Visi &amp  Misi Capres Anda. Klu Smua Itu Sdh Trbukti Mungkin Yg Trsesat Itu Brubah Mndukung Anda Dlm  2 Periode KedepanX. Tdk Perlu Mngurusi Yg Bgituan.,0,0,0,0,in,1.49001E+18,1.70818E+18,AnsyariNasrull2,https://twitter.com/AnsyariNasrull2/status/1708180489142739275,,,,,,,,,,,,,,,
Sat Sep 30 18:00:30 +0000 2023,1.70818E+18,@kreatoramatir_ apakah berarti pilihlah capres yg tdk punya istri 👀,0,0,0,1,in,43283569,1.70508E+18,PatrickHermawan,https://twitter.com/PatrickHermawan/status/1708180029736108391,,,,,,,,,,,,,,,
Sat Sep 30 18:00:00 +0000 2023,1.70818E+18,@kreatoramatir_ apakah berarti pilihlah capres yg tdk punya istri 👀,0,0,0,0,in,43283569,1.70508E+18,PatrickHermawan,https://twitter.com/PatrickHermawan/status/1708179906927227271,,,,,,,,,,,,,,,
Sat Sep 30 17:57:48 +0000 2023,1.70818E+18,@psi_id @kaesangp Selama @kaesangp bukan capres..  PSI bukan partai yg revolusioner.  Cuma ngumpulin anak muda utk diajak mendukung orang tua jadi pemimpin.  Cuma sebatas itu peranan anak muda di PSI. Bukan jadi pemimpin,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:56:19 +0000 2023,1.70818E+18,Capres figuran ,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:55:42 +0000 2023,1.70818E+18,@Greensnake251 @ganjarpranowo Sama kak ga paham juga yang penting Ganjar menang capres 👍😁,0,0,0,0,in,1.47358E+18,1.70811E+18,Evantyo12,https://twitter.com/Evantyo12/status/1708178821051228207,,,,,,,,,,,,,,,
Sat Sep 30 17:55:16 +0000 2023,1.70818E+18,"PREDIKSI SAYA PEMENANG PILPRES 2024 ADALAH CAPRES YANG TIDAK PUNYA PREDIKAT DIPECAT""..! https://t.co/D7bHWFZmbd""",0,2,1,10,in,278039207,1.70818E+18,Megatop99,https://twitter.com/Megatop99/status/1708178714629202281,,,,,,,,,,,,,,,
Sat Sep 30 17:54:51 +0000 2023,1.70818E+18,Demokrat resmi mendukung Capres Prabowo,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:54:47 +0000 2023,1.70818E+18,AHY pimpin Deklarasi Capres koalisi Indonesia Maju Prabowo Subianto. wak  AgusYudhoyono PDemokrat Demokrat s14p https://t.co/MYlUbIRSkk,0,0,0,0,in,1378473318,1.70818E+18,samueleto78,https://twitter.com/samueleto78/status/1708178590427443472,,,,,,,,,,,,,,,
Sat Sep 30 17:54:46 +0000 2023,1.70818E+18,@Kanseulir Kalau dua orang capres lain pasti ga bisa begini.  Tapi pengen minta dukungan ulama.. kan pea.  Anies adalah harapan negeri ini.  Anies is HOPE,0,0,0,0,in,1.62491E+18,1.70792E+18,Basrial_c,https://twitter.com/Basrial_c/status/1708178587231412654,,,,,,,,,,,,,,,
Sat Sep 30 17:54:34 +0000 2023,1.70818E+18,AHY Deklarasikan Prabowo Subianto Sebagai Capres Hari Ini,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:54:23 +0000 2023,1.70818E+18,@starfess Urakan. Disuruh nyapa fans malah kampanye ala ala capres sambil tantrum + push up + yoga + goyang dayung di atas panggung 😭🙏,0,0,0,0,in,37100977,1.708E+18,AnindhitaAyesha,https://twitter.com/AnindhitaAyesha/status/1708178490468810908,,,,,,,,,,,,,,,
Sat Sep 30 17:53:25 +0000 2023,1.70818E+18,@Ganjar_Andika08 Nilai dari ganjar sendiri apa? Prestasi nya apa? Hasil kerja jadi gubernur jateng apa? Itu yg nilai positif?  Semua capres punya misi bro,0,0,0,0,in,1.64042E+18,1.70081E+18,gogohanoi260800,https://twitter.com/gogohanoi260800/status/1708178246653939733,,,,,,,,,,,,,,,
Sat Sep 30 17:51:47 +0000 2023,1.70818E+18,Ganjar lebih unggul! Mencapai 37% lebih tinggi daripada 2 nama capres lainnya #GanjarCapres https://t.co/NbZkURNCxZ,0,0,0,0,in,1.64382E+18,1.70818E+18,putracandra98,https://twitter.com/putracandra98/status/1708177836274774231,,,,,,,,,,,,,,,
Sat Sep 30 17:50:41 +0000 2023,1.70818E+18,@awemany Lucu juga baca tweet nya .. ngaku kader koalisi eeehhhh yg di permasalahkan bentuk gagasan dari calon capres.. seharusnya di kritisi pemerintah. Sakit kok belum sembuh juga.,0,0,0,1,in,1.39399E+18,1.70807E+18,yuyusra19,https://twitter.com/yuyusra19/status/1708177562357342228,,,,,,,,,,,,,,,
Sat Sep 30 17:49:26 +0000 2023,1.70818E+18,@Hasbil_Lbs @PDemokrat Slogan perubahan itu tidak cocok di kelompok KIM karena mau perubahan apa kalau mendukung capres yg jelas menghamba pd kekuasaan dan mau meneruskan apa yg dilakukan saat ini oleh Jokowi. Mulai dari hutang,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:49:08 +0000 2023,1.70818E+18,Capres Penghianat‼ Buzzer Wan Abud Paling Parah Untuk Urusan Mencaci Maki‼,0,0,0,0,in,3170751642,1.70818E+18,G0P4NK_G0P4NG_7,https://twitter.com/G0P4NK_G0P4NG_7/status/1708177169615409274,,,,,,,,,,,,,,,
Sat Sep 30 17:47:23 +0000 2023,1.70818E+18,Kalau liat cuplikan ini aga serem ya,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:47:15 +0000 2023,1.70818E+18,@strike_bravo_b 2022 juni 09 investor Tiongkok meeting sama org nya presiden (anak UGM) &amp  Orangnya LBP 2024 kita alirkan dana ke capres pilihan presiden &amp  lbp,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:45:50 +0000 2023,1.70818E+18,@Tha_Daisuke @martien86 @gm_gm Memang semua selalu mungkin,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:45:41 +0000 2023,1.70818E+18,@ronavioleta @prabowo Dua periode copras capres saya mendukung @prabowo jadi capres. Realistis di usia Bapak sebaiknya jadi guru Bangsa beri kesempatan yang muda yang berprestasi seperti @aniesbaswedan,0,1,2,8,in,2381368609,1.7081E+18,Ingin_Bersuara,https://twitter.com/Ingin_Bersuara/status/1708176303319658568,,,,,,,,,,,,,,,
Sat Sep 30 17:43:12 +0000 2023,1.70818E+18,@Hasbil_Lbs Muda adalah kekuatan namun bertolak belakang dgn Capres anda,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:41:23 +0000 2023,1.70818E+18,@sutanmangara @HusinShihab Itu kalau syarat capres di Yaman.,0,0,0,0,in,7.85299E+17,1.70777E+18,james_fok,https://twitter.com/james_fok/status/1708175219846987972,,,,,,,,,,,,,,,
Sat Sep 30 17:39:47 +0000 2023,1.70817E+18,Semua doa dan harapan kemenangan utk ketiga capres ujungnya selalu diAminkan oleh seluruh pendukungnya.. https://t.co/2mTF1kP9qO,0,0,0,0,in,1.26028E+18,1.70817E+18,UtomoAdi23,https://twitter.com/UtomoAdi23/status/1708174818783445229,,,,,,,,,,,,,,,
Sat Sep 30 17:39:24 +0000 2023,1.70817E+18,@TeddGus Rakyat udah bosan dgn Prabowo sebagai Capres harusnya kasih kesempatan ke yg lebih muda,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:33:38 +0000 2023,1.70817E+18,template menjawab @ganjarpranowo &gt  bullying penanya (jajah mental) &gt  balik tanya/ajak pikir bareng  (balik serang/rangkul (opsi)) &gt  closing normatif (kesepakatan ideal)  penanya diposisikan sbg lawan debat yg harus ditaklukkan   blunder terus,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:33:17 +0000 2023,1.70817E+18,@psi_id @kaesangp Ditanya juga gak soal capres?,0,0,0,0,in,1432733426,1.70798E+18,jomuryadi,https://twitter.com/jomuryadi/status/1708173182551863709,,,,,,,,,,,,,,,
Sat Sep 30 17:30:52 +0000 2023,1.70817E+18,@Londo2525 @putrisakera @Hasbil_Lbs Capres pengkhianat.. Musang berbulu dada... 🤣🤣🤣🤣....,0,0,0,0,in,1.61311E+18,1.70666E+18,newghanizm,https://twitter.com/newghanizm/status/1708172573358612747,,,,,,,,,,,,,,,
Sat Sep 30 17:30:49 +0000 2023,1.70817E+18,@Kanseulir Maaf pak yang .mepermain kan rakyat siapa pak.. Sebaik nya ambang batas capres harus di tetap kan klau melewati usia terkadang banyak lupa nya.,0,0,0,0,in,1.46891E+18,1.70809E+18,PeriArdian2,https://twitter.com/PeriArdian2/status/1708172559647465564,,,,,,,,,,,,,,,
Sat Sep 30 17:30:15 +0000 2023,1.70817E+18,@awemany capres ini no wahid jeniusnya.,0,0,0,0,in,1.65875E+18,1.70807E+18,Supyansupyn77,https://twitter.com/Supyansupyn77/status/1708172419914150010,,,,,,,,,,,,,,,
Sat Sep 30 17:30:14 +0000 2023,1.70817E+18,@panca66 Tanda² kekalahan  1.  Capres Ketuaan 2. Cawapres Kepedean 3.  Saya gak tertarik politik!!,0,0,0,0,in,1.47585E+18,1.70812E+18,R_180208,https://twitter.com/R_180208/status/1708172416143507535,,,,,,,,,,,,,,,
Sat Sep 30 17:29:58 +0000 2023,1.70817E+18,Gw Pilih @prabowo capres pilihan Gw 2024  Yang dipihak Yang Sama Retwet &amp  Like Yaaa 🤩🥰😘 https://t.co/W3U5Tc0BSL,1,0,0,1,in,1.45087E+18,1.70817E+18,Silvy_2021,https://twitter.com/Silvy_2021/status/1708172347050709468,,,,,,,,,,,,,,,
Sat Sep 30 17:29:48 +0000 2023,1.70817E+18,@KompasTV Dia sendiri Capres terbodoh,0,0,0,0,in,1.33456E+18,1.70803E+18,JadahKopok,https://twitter.com/JadahKopok/status/1708172306563158090,,,,,,,,,,,,,,,
Sat Sep 30 17:29:28 +0000 2023,1.70817E+18,Este aparatito lo saco en CAPRES y provocó diarrea masiva a los que solo tortilla con queso defectuoso se alimentan  . https://t.co/foeFmiq5MJ,0,0,0,0,es,423771973,1.70817E+18,jmaxsorto,https://twitter.com/jmaxsorto/status/1708172220168585275,,,,,,,,,,,,,,,
Sat Sep 30 17:29:11 +0000 2023,1.70817E+18,@CNNIndonesia Buset. Bisa gitu ya? Dua kader partai yg sama “nyalon dengan beda pasangan”. Yang satu jadi capres,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:28:01 +0000 2023,1.70817E+18,@NasDem @cakimiNOW @aniesbaswedan Setiap berkunjung ke daerah Anies sll  disambut  gempita dgn massa yg membludak. Tp kayaknya ga pernah sy liat utk capres yg lain. Tapi kenapa surveynya selalu di bawah. Padahal kenyataan di lapangan Anies jauh lebih buan,0,1,1,2,in,1.62491E+18,1.70804E+18,Basrial_c,https://twitter.com/Basrial_c/status/1708171855889395876,,,,,,,,,,,,,,,
Sat Sep 30 17:27:06 +0000 2023,1.70817E+18,@LifeGreal @NasDem @cakimiNOW @aniesbaswedan Lihat hasil pemilu aja ntar. Hanya orang bodoh. Yg milih capres.. yg di usung partai koruptor. Rakyat indo GK bodoh kok,0,0,0,0,in,1.08133E+18,1.70804E+18,Cuplis74314065,https://twitter.com/Cuplis74314065/status/1708171627073249313,,,,,,,,,,,,,,,
Sat Sep 30 17:26:35 +0000 2023,1.70817E+18,*Di INGGRIS 3 orang HAKIM di pecat gara² masalah flm porno,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:25:30 +0000 2023,1.70817E+18,@ganjarpranowo Amiinn .. capres terbaik,0,0,0,0,in,1.60597E+18,1.70811E+18,zhafgio,https://twitter.com/zhafgio/status/1708171222046117902,,,,,,,,,,,,,,,
Sat Sep 30 17:24:38 +0000 2023,1.70817E+18,@tvOneNews Judulnya mak banteng bingung. Bingung memoles GP.  Bingung nyari capres yg bisa menutup kekurangan GP tapi juga bisa dikendalikan mak banteng.,0,0,0,8,in,1.59829E+18,1.70814E+18,didisupardi862,https://twitter.com/didisupardi862/status/1708171005800398980,,,,,,,,,,,,,,,
Sat Sep 30 17:22:23 +0000 2023,1.70817E+18,@NasDem @aniesbaswedan Kami mendoakan semoga pasangan capres dan cawapres ini menang di pilpres 2024. Yang di gelar serentak di seluruh wilayah kutup utara. Semoga terkabulkan.,0,2,0,0,in,1.5989E+18,1.70798E+18,KWhessy,https://twitter.com/KWhessy/status/1708170436796993785,,,,,,,,,,,,,,,
Sat Sep 30 17:19:49 +0000 2023,1.70817E+18,@ganjarpranowo @IdeafestID Top markotop,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:19:30 +0000 2023,1.70817E+18,@CNNIndonesia Golkar,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:17:24 +0000 2023,1.70817E+18,@lhayesno @ganjarpranowo @Adiprayitno_20 @Paltiwest @Gus_Raharjo @ulinyusron Hanya satu capres yang tidak pecatan,0,0,0,0,in,1.70122E+18,1.70576E+18,edhypram041154,https://twitter.com/edhypram041154/status/1708169185707295041,,,,,,,,,,,,,,,
Sat Sep 30 17:16:49 +0000 2023,1.70817E+18,@ganjarpranowo Semoga Bapak Ganjar menjadi capres 2024 agar anak Indonesia bisa berkreativitas lebih luas lagi,0,0,0,0,in,1.69999E+18,1.7081E+18,elonoleng,https://twitter.com/elonoleng/status/1708169037073858595,,,,,,,,,,,,,,,
Sat Sep 30 17:15:06 +0000 2023,1.70817E+18,@BosPurwa @aniesbaswedan Ini pemikiran spt ini apa pernah nongol dr capres yg lain???,0,0,0,5,in,1.33E+18,1.7081E+18,aqua_gak,https://twitter.com/aqua_gak/status/1708168605538693133,,,,,,,,,,,,,,,
Sat Sep 30 17:13:37 +0000 2023,1.70817E+18,@NGM_007 @DJoker_GinOngs 😅🤣😂 PKI-nya sedang di pepes dengan kesibukan Capres Abadi 😂🤣😅,0,2,0,2,in,7.05106E+17,1.70817E+18,den_sunyisenyap,https://twitter.com/den_sunyisenyap/status/1708168231591297262,,,,,,,,,,,,,,,
Sat Sep 30 17:13:28 +0000 2023,1.70817E+18,@cakimiNOW Soal dukung mendukung sah2 saja Gus imin,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:11:13 +0000 2023,1.70817E+18,@pakbudiman30 @ganjarpranowo @IdeafestID Capres yang selalu mengerti kemauan rakyat  Ganjar Paling Mengerti,0,0,0,0,in,1.68852E+18,1.70804E+18,serronkviai,https://twitter.com/serronkviai/status/1708167629268267370,,,,,,,,,,,,,,,
Sat Sep 30 17:11:05 +0000 2023,1.70817E+18,teruntuk para capres dan para caleg kalo butuh jasa tambah suara di pemilu boleh pake jasa gue,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:10:20 +0000 2023,1.70817E+18,@cdelaosv Deberías de RESERVARTE LA INFORMACIÓN $$$$....como en CAPRES,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:10:02 +0000 2023,1.70817E+18,Rasa rasanya cawapres pendamping Capres Ganjar Pranowo,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:08:42 +0000 2023,1.70817E+18,@xaveroz85325 @aniesbaswedan capres loe kali ahh,0,2,1,9,in,1.06837E+18,1.7081E+18,BosPurwa,https://twitter.com/BosPurwa/status/1708166993621446878,,,,,,,,,,,,,,,
Sat Sep 30 17:08:36 +0000 2023,1.70817E+18,@den_sunyisenyap @TeddGus Dia menyamakan org lain seperti dirinya yg belain capres  dg ngarep jabatan dan uang🤪,0,1,0,1,in,1.61531E+18,1.7081E+18,Maudy_Apain,https://twitter.com/Maudy_Apain/status/1708166971894964637,,,,,,,,,,,,,,,
Sat Sep 30 17:07:52 +0000 2023,1.70817E+18,terjadi sehari2,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:07:38 +0000 2023,1.70817E+18,@tvOneNews Capres yg tdk anggota partai hanya pion,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:06:47 +0000 2023,1.70817E+18,belum tau. maka dari itu para capres dan para caleg kalo butuh jasa tambah suara di pemilu boleh pake jasa saya,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:06:15 +0000 2023,1.70817E+18,simulasi 3 nama capres,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:04:10 +0000 2023,1.70817E+18,capres 2024 ganjar unggul jauh https://t.co/F0J4f3uuSW,0,0,0,1,in,1.60463E+18,1.70817E+18,jambeekleng,https://twitter.com/jambeekleng/status/1708165852829450281,,,,,,,,,,,,,,,
Sat Sep 30 17:03:55 +0000 2023,1.70817E+18,@Capres_abadi_ Seorang pemimpin harus menjadi pelindung HAM,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:02:10 +0000 2023,1.70817E+18,Restu Jokowi Terhadap Prabowo Maju Sebagai Capres Sudah Jelas - Radar Madiun - Radar Madiun #prabowo #jokowi #prabowoaja https://t.co/tyJSoPLBd8,0,0,6,0,in,2886425581,1.70817E+18,minesabreast,https://twitter.com/minesabreast/status/1708165351807304136,,,,,,,,,,,,,,,
Sat Sep 30 17:01:39 +0000 2023,1.70817E+18,@KompasTV Kalo PKB keluar,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:00:56 +0000 2023,1.70817E+18,@CNNIndonesia Dan ketika partai PDIP dibuli lawan...tapi PDIP berhasil memasukan kader2nya ke bursa capres/cawapres utk dilirik partai2 lain,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 17:00:56 +0000 2023,1.70817E+18,Padahal kok kita mau jujur dari hati kita terdalam,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 16:59:47 +0000 2023,1.70816E+18,@ganjarpranowo Eeelllehhh dulu jamanya Jokowi CAPRES  akan memproduksi produk mobil ESEMKA mana buktinya sampai saat ini GEDABRUSSSS..... BAPA mau ikut rekap jejak beliau juga ????  Dalam satu partai,0,0,0,0,in,1.1917E+18,1.7081E+18,MrDharma7,https://twitter.com/MrDharma7/status/1708164749400428803,,,,,,,,,,,,,,,
Sat Sep 30 16:59:46 +0000 2023,1.70816E+18,@abu_waras Jebule pekok hahaha PDIP bubar gmn wong ga perlu partai lain wong bisa calonin  capres dan cawapres sendirian hahaha koyo ngono isoh mikir pekok hahahahaha,0,0,0,0,in,1.05235E+18,1.70769E+18,fish1688,https://twitter.com/fish1688/status/1708164746623754692,,,,,,,,,,,,,,,
Sat Sep 30 16:58:04 +0000 2023,1.70816E+18,Lihat rekam jejaknya dan jangan biarkan capres satu ini punya harapan dpt suara👍🤣,0,0,0,0,in,26702735,1.70816E+18,sabdaprana,https://twitter.com/sabdaprana/status/1708164320499286511,,,,,,,,,,,,,,,
Sat Sep 30 16:56:35 +0000 2023,1.70816E+18,@BANGSAygSUJUD @bengkeldodo @Lembayung071 @Ndaxwz @Minietweets_ @mpoklela7 @are_inismyname @genx36545403 @Kimberley_2024 @Chaves1305 @0K4Y19 Eitt,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 16:55:37 +0000 2023,1.70816E+18,@TeddGus @prabowo Prabowo capres tua. Dan itu fakta,0,0,0,0,in,1.4424E+18,1.70795E+18,bhejoo3,https://twitter.com/bhejoo3/status/1708163702187528530,,,,,,,,,,,,,,,
Sat Sep 30 16:52:19 +0000 2023,1.70816E+18,Orang bicara tentang copras-capres Prabowo. Kita bicara tentang kemanusiaan. Bahwa kemanusiaan tidak memberi tempat untuk pelanggar HAM menjabat di negeri ini. Penculik keji tidak ada tempat di negeri ini.,0,0,0,0,in,3684693390,1.70816E+18,Wesly_Arfan,https://twitter.com/Wesly_Arfan/status/1708162870054412370,,,,,,,,,,,,,,,
Sat Sep 30 16:51:21 +0000 2023,1.70816E+18,@OposisiCerdas @bawaslu_RI  mau kasih semprit kutbah tidak bahas politik bahasnya soal beribadah yg baik  dan belum secara resmi di daftarkan ke @KPU_ID  jadi belum bisa di katakan sbg capres 2024,0,0,0,1,in,1.47494E+18,1.70808E+18,Mbahhardiman,https://twitter.com/Mbahhardiman/status/1708162629297111380,,,,,,,,,,,,,,,
Sat Sep 30 16:50:56 +0000 2023,1.70816E+18,pemilu sdh dekat.gak ada yg gencar mempromosikan visi misi parte..cuma grudag grudug capres.pdhl capres pemilu 5 thn stlh ini. di tentukan parte juga. kl mau perubhn..parte pngusungnya isinya koruptor.kl mau lanjutkan..kmrn korupsinya jg banyak...,0,0,0,0,in,82642186,1.70816E+18,paimijn,https://twitter.com/paimijn/status/1708162521939804214,,,,,,,,,,,,,,,
Sat Sep 30 16:50:25 +0000 2023,1.70816E+18,@_vermell Capres jagoan lu itu,0,0,0,0,in,706478608,1.70816E+18,insomniaczs,https://twitter.com/insomniaczs/status/1708162394785230892,,,,,,,,,,,,,,,
Sat Sep 30 16:50:06 +0000 2023,1.70816E+18,"@m_nurfatoni Ada yang bisa mempertanggungjawabkan kata konon"" diatas?   Kata/ narasi ""konon"" ini juga pernah dipake gus gus: ""Konon ada capres main ke PBNU. Pas solat",,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 16:47:24 +0000 2023,1.70816E+18,@Tan_Mar3M hadeeuh...capres nih😂😂,0,0,0,0,in,4799732815,1.70804E+18,yanwar_permadi,https://twitter.com/yanwar_permadi/status/1708161633477079498,,,,,,,,,,,,,,,
Sat Sep 30 16:46:39 +0000 2023,1.70816E+18,Bos @ManUtd,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 16:46:18 +0000 2023,1.70816E+18,@ekowboy2 Anies memberikan standar yang tinggi buat capres yang lain,0,4,0,21,in,1.59603E+18,1.70812E+18,anas_pnk90,https://twitter.com/anas_pnk90/status/1708161356158165359,,,,,,,,,,,,,,,
Sat Sep 30 16:46:16 +0000 2023,1.70816E+18,*REAL Survey CAPRES* (Tanpa Seponsor,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 30 16:45:44 +0000 2023,1.70816E+18,@detikcom Prabowo sendiri telurnya setan kapitalis so regim jokowi dan seluruh kabinet  maju dan jiwanya komunis China 1 % super rich rakyatnya kere . Kapitalis semi sosialis di negara demokrasi ekonominya setara u rakyat  Capres pembohong,0,0,0,2,in,1.64776E+18,1.70812E+18,manukahoneyland,https://twitter.com/manukahoneyland/status/1708161213820285097,,,,,,,,,,,,,,,
Sat Sep 30 16:44:22 +0000 2023,1.70816E+18,UDAH WKWKWKW ini sebab ngobrol ma ayah tentang kandidat capres tahun depan.,0,0,0,0,in,1.2932E+18,1.70816E+18,hourslyours,https://twitter.com/hourslyours/status/1708160871367909604,,,,,,,,,,,,,,,
Sat Sep 30 16:43:49 +0000 2023,1.70816E+18,@VIVAcoid Capres bodoh..,0,0,0,1,in,1.50046E+18,1.70815E+18,RgtYusril,https://twitter.com/RgtYusril/status/1708160732628721859,,,,,,,,,,,,,,,
