created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,,,,,,,,,,,,,,,
Sat Aug 05 15:07:03 +0000 2023,1.68784E+18,"Klo ini benar..brrti anak muda gen Z sdh HARUS menentukan sikap siapa yg benar capres yg tegak lurus dng NKRI....  #ganjarpilihanterbaik  #ganjarforpresident2024 https://t.co/PfcQ0zPO3Q""",0,0,0,0,in,1141645783,1.68784E+18,ananto_aja,https://twitter.com/ananto_aja/status/1687842659015221248,,,,,,,,,,,,,,,
Sat Aug 05 15:04:33 +0000 2023,1.68784E+18,Anies Baswedan Memberikan Tanggapan Rencana Penurunan Batas Usia Capres dan Cawapres https://t.co/VVLgCEDEmy,0,0,0,0,in,1.64103E+18,1.68784E+18,bitvonlinecom,https://twitter.com/bitvonlinecom/status/1687842029467033600,,,,,,,,,,,,,,,
Sat Aug 05 15:03:54 +0000 2023,1.68784E+18,Dapat Dukungan dari Kalangan Akar Rumput,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 15:03:30 +0000 2023,1.68784E+18,Habib Aboe Soal Dukungan Capres: Setiap Partai Punya Hak Masing-masing https://t.co/sKNzX4ZEun https://t.co/gLJd16kK8x,0,0,0,0,in,59670979,1.68784E+18,PKSCibitung,https://twitter.com/PKSCibitung/status/1687841768396763136,,,,,,,,,,,,,,,
Sat Aug 05 15:03:22 +0000 2023,1.68784E+18,Kritisi Uji Materi Usia Capres/Cawapres,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 15:02:42 +0000 2023,1.68784E+18,Lahir dari PDIP dan belum cukup pengalaman untuk mengemban tugas yang lebih besar,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 15:01:16 +0000 2023,1.68784E+18,"Program keren... My darling""  Masyarakat sadar lingkungan..saking kerennya sampah aja diterima dan diusung jadi capres..ehh🤭🤭  22 Agustus kita liat aje ✍️""",0,2,2,6,in,2499680852,1.68784E+18,inibowoitubukan,https://twitter.com/inibowoitubukan/status/1687841203155591168,,,,,,,,,,,,,,,
Sat Aug 05 14:53:20 +0000 2023,1.68784E+18,Kepentingan Politik apa @Gerindra mengusulkan batas usia Capres/Cawapres 35 tahun ? Apakah ini sbg bakti ayah kpd Pak Jokowi agar bisa menjadikan anaknya jadi Cawapres?,2,6,85,130,in,1.04031E+18,1.68784E+18,NenkMonica,https://twitter.com/NenkMonica/status/1687839206566199297,,,,,,,,,,,,,,,
Sat Aug 05 14:52:59 +0000 2023,1.68784E+18,@bungalotus25 Ndak juga Nai .. dulu Anies juga gitu meski nama dia jadi sering diomongin Tapi kan Publik jadi tau soal kejelekannya dan skarang Anies nyungsep  Yang penting kita ga bikin Hoax Membuka keburukan Capres itu kan sama juga memberikan fakta kep,0,1,0,2,in,1.52949E+18,1.68782E+18,StefanAntonio__,https://twitter.com/StefanAntonio__/status/1687839120259997697,,,,,,,,,,,,,,,
Sat Aug 05 14:51:02 +0000 2023,1.68784E+18,Saya anti HTI ,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:49:26 +0000 2023,1.68784E+18,Yang berbahaya adalah ketika ketemu caleg/capres yg belum apa² udah mabuk sanjungan.   Gaya komunikasi ala kolonial.  Hari gini semua harus sesuai kenyataan,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:49:10 +0000 2023,1.68784E+18,Mahfud MD Tanggapi soal Batas Usia Capres-Cawapres https://t.co/uOmjFukMe4,0,1,0,4,in,71436318,1.68784E+18,KompasTV,https://twitter.com/KompasTV/status/1687838158069850112,,,,,,,,,,,,,,,
Sat Aug 05 14:48:48 +0000 2023,1.68784E+18,Gini bgt yah kandidat capres di indonesia...so fcked up. Bullshit semua.,0,0,0,0,in,1168280738,1.68784E+18,OmLodyy,https://twitter.com/OmLodyy/status/1687838068139761664,,,,,,,,,,,,,,,
Sat Aug 05 14:47:53 +0000 2023,1.68784E+18,Survey capres naik turun tuh menurutku kerasa banget dari intensitas di berita mainstream dan ngga,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:47:00 +0000 2023,1.68784E+18,@WagimanDeep212_ @ganjarpranowo Lah kan blom di atas 50%,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:46:20 +0000 2023,1.68784E+18,Tiga Capres dalam Pilpres 2024 tidak ada yang memiliki tingkat elektabilitas 60%. Hal ini membuat posisi cawapres menjadi kunci pemenangan. Sejauh ini nama Erick Thohir menjadi bacawapres paling unggul dan potensial utk dipasangkan dgn bacapres manapun  #GanjarErickDuetTerbaik https://t.co/9YJbIvRXJn,1,0,3,11,in,1.45073E+18,1.68784E+18,FayaAtika,https://twitter.com/FayaAtika/status/1687837445176594432,,,,,,,,,,,,,,,
Sat Aug 05 14:46:01 +0000 2023,1.68784E+18,Ikut bahagia melihat Capres ku dekat dan mengayomi rakyat Mie Gacoan #PrabowoAja https://t.co/KqiDTBgDcS,0,1,5,22,in,1.44421E+18,1.68784E+18,AuntyNovi1978,https://twitter.com/AuntyNovi1978/status/1687837366860603393,,,,,,,,,,,,,,,
Sat Aug 05 14:43:42 +0000 2023,1.68784E+18,Anies-AHY Pasangan Capres-cawapres Harapan Masyarakat,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:42:41 +0000 2023,1.68784E+18,Anies-AHY Pasangan Capres-cawapres Harapan Masyarakat,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:42:31 +0000 2023,1.68784E+18,Sampai saat ini saya masih yakin pak @jokowi  dukung Mas @ganjarpranowo  seperti kode kode yg pernah beliau sampaikan kode rambut putih dari 3 capres yg ada hanya Mas Ganjar yg rambut nya putih pemimpin yg dekat rakyat sering turun ke bawah dari 3calon yg paling sering mas ganjar https://t.co/moMoJpHeUo,0,0,11,25,in,1.14477E+18,1.68784E+18,eddy_widodo_165,https://twitter.com/eddy_widodo_165/status/1687836487579209728,,,,,,,,,,,,,,,
Sat Aug 05 14:42:30 +0000 2023,1.68784E+18,Pasangan Capres-cawapres Anies-AHY yang paling kompetitif hasil survei SMRC,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:42:22 +0000 2023,1.68784E+18,@Santana17Sep Puesi,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:42:20 +0000 2023,1.68784E+18,Para Sesepuh Golkar Mendukung Airlangga Capres. #airlanggahartarto #golkarindonesia #golkar  #pemilu2024 #fyp #trending  @airlangga_hrt @golkar_id https://t.co/nGE9ThXheo,0,0,0,1,in,1.53924E+18,1.68784E+18,koalisibersatu1,https://twitter.com/koalisibersatu1/status/1687836439546068992,,,,,,,,,,,,,,,
Sat Aug 05 14:41:51 +0000 2023,1.68784E+18,@WagimanDeep212_ Kalau Capres boleh lah 😂,0,0,0,0,in,1962338912,1.68783E+18,windotoaribowo,https://twitter.com/windotoaribowo/status/1687836317693194240,,,,,,,,,,,,,,,
Sat Aug 05 14:40:12 +0000 2023,1.68784E+18,Menteri Desa,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:40:11 +0000 2023,1.68784E+18,Capres Budaya indonesia dan  Capres Kadrun Budaya yaman. https://t.co/kiphO9ry4Z,0,1,1,10,in,1.18271E+18,1.68784E+18,MenyendiriRamli,https://twitter.com/MenyendiriRamli/status/1687835897176485889,,,,,,,,,,,,,,,
Sat Aug 05 14:38:34 +0000 2023,1.68784E+18,@kompascom Hmmm ..ada kmungkinan bener PDIP gak setuju ada perubahan batas usian cawapres.  PDIP itu potensi akan mengulang pola 2 Pemilu sblmnya. Cawapres Ganjar kmungkinan ambil orang NU lg ..tapi yg usia nya diatas 60 thn.  Tapi PDIP tentu akan lihat l,0,0,0,0,in,339436825,1.68783E+18,JJ_tilu,https://twitter.com/JJ_tilu/status/1687835491394359296,,,,,,,,,,,,,,,
Sat Aug 05 14:36:12 +0000 2023,1.68783E+18,@sabar_setiabudi @Miduk17 @ulinyusron @Dennysiregar7 @adearmando61 @gujt @ekokuntadhi1 Dan satu satunya capres yg suka fim porno.,0,0,0,1,in,1.18697E+18,1.68768E+18,Supardi49936979,https://twitter.com/Supardi49936979/status/1687834898089050112,,,,,,,,,,,,,,,
Sat Aug 05 14:35:36 +0000 2023,1.68783E+18,@simple_heart68 @prabowo Tuhan merestui Prabowo jadi Capres. Kalau Ganjar direstui Tuhan jadi Presiden.,0,2,0,0,in,278039207,1.68781E+18,Megatop99,https://twitter.com/Megatop99/status/1687834744464216065,,,,,,,,,,,,,,,
Sat Aug 05 14:35:32 +0000 2023,1.68783E+18,@ruliemaulana Hahaha. Padahal Sandiaga bukan konservatif juga.   Sandiaga kan sekarang masuk PPP dan PPP dukung Ganjar jadi capres.,0,1,0,0,in,14072986,1.68783E+18,revolutia,https://twitter.com/revolutia/status/1687834729171816449,,,,,,,,,,,,,,,
Sat Aug 05 14:32:21 +0000 2023,1.68783E+18,@Umar_Hasibuan__ Yang Mau Usia Wapres ga d Batasi tuh Capres idolamu Mbah  Ko tetep Jokowi yg Kau Salahkan Sudah Berdaki banget Hatimu,0,0,0,1,in,9.93114E+17,1.68761E+18,Pin_____CuX,https://twitter.com/Pin_____CuX/status/1687833928395358209,,,,,,,,,,,,,,,
Sat Aug 05 14:28:04 +0000 2023,1.68783E+18,Demokrat Sebut SBY Sudah Endus Upaya Gugatan Batas Usia Capres dan Cawapres  https://t.co/ylA3SzE1z9,1,0,2,8,in,7.2931E+17,1.68783E+18,TajukPolitik,https://twitter.com/TajukPolitik/status/1687832851474268160,,,,,,,,,,,,,,,
Sat Aug 05 14:26:07 +0000 2023,1.68783E+18,Kenapa tidak ada satu pun pasangan calon capres-cawapres menungkapkan gagasan soal revitalisasi Pancasila? Apa memang sudah tidak paham lagi soal Pancasila?,0,0,0,0,in,1.42234E+18,1.68783E+18,LH2713,https://twitter.com/LH2713/status/1687832359457173504,,,,,,,,,,,,,,,
Sat Aug 05 14:25:03 +0000 2023,1.68783E+18,Ini Kata Gerindra Soal Gugatan Batas Usia Capres-Cawapres 2024 https://t.co/Ep6Te5Pc9T,0,0,0,0,in,788744100,1.68783E+18,Riau24Com,https://twitter.com/Riau24Com/status/1687832091751546880,,,,,,,,,,,,,,,
Sat Aug 05 14:23:59 +0000 2023,1.68783E+18,@Mdy_Asmara1701 Capres tolelo https://t.co/ojIoLJnDtK,0,0,0,1,es,1.55035E+18,1.68783E+18,JeffryIskanda19,https://twitter.com/JeffryIskanda19/status/1687831822766657540,,,,,,,,,,,,,,,
Sat Aug 05 14:23:31 +0000 2023,1.68783E+18,Pilih capres tuh yg benar² bisa kerja,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:21:14 +0000 2023,1.68783E+18,@SimbokeSarah @siregarferro___ @feroferraferri @sihol72 @mak_iyik @kulimedsos1 @puspita3_eka @Mamamochi1 @generasiunyu @ganjarpranowo @jokowi Ehh...Simbok langsung nyamperin 🤭 Jujur Mak @SimbokeSarah  saya masih berharap bapak ini 👇 yang jadi Capres,0,1,0,6,in,1.60358E+18,1.68781E+18,sudiyanto204574,https://twitter.com/sudiyanto204574/status/1687831132019236864,,,,,,,,,,,,,,,
Sat Aug 05 14:20:53 +0000 2023,1.68783E+18,@ahmad_bellamy Hanya Ganjar capres yg hianati Pak Jokowi dan hanya Ganjar yg bisa membuat Pak Jokowi pusing dan sangat kecewa.  Sebaiknya Ganjar minta maaf dulu sama Pak Jokowi,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:19:51 +0000 2023,1.68783E+18,@aniesbaswedan @PKSejahtera @pksjabar @aheryawan PR Capres KPP adalah melakukan evaluasi menyeluruh ttg program pemerintahan Pak Jokowi. Dari situlah program perubahan dirumuskan dan disampaikan pada Rakyat. Ind sbg Ngr Agraris mk prioritas pembangunan pd,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:19:14 +0000 2023,1.68783E+18,#MisteriPemiluCurang2019  Capres Anies Rasyid Baswedan? tnp kampanye? insyaa Allah menang,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:19:08 +0000 2023,1.68783E+18,@gatotkaca1944 @SyawalGizing2 @ArdiHendardi @Trending_Issue @aniesbaswedan Aq pasti ganjar lah.. mau debat capres atau debat atau apapun aq pasti ladeni...,0,1,0,0,in,1.36479E+18,1.68263E+18,LazioDoncarlo,https://twitter.com/LazioDoncarlo/status/1687830599816622080,,,,,,,,,,,,,,,
Sat Aug 05 14:18:41 +0000 2023,1.68783E+18,Sekretaris Jenderal PDI Perjuangan,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:18:27 +0000 2023,1.68783E+18,@democrazymedia @msaid_didu hancur kan pdip 2024 dengan tidak memilih capres dan caleg nya,0,0,0,1,in,1.33598E+18,1.68763E+18,chaniag27669961,https://twitter.com/chaniag27669961/status/1687830430693916673,,,,,,,,,,,,,,,
Sat Aug 05 14:16:31 +0000 2023,1.68783E+18,@VIVAcoid Waduh gmn nih capres kita?,0,0,0,4,in,1.31775E+18,1.68776E+18,anakodok2009,https://twitter.com/anakodok2009/status/1687829942879617025,,,,,,,,,,,,,,,
Sat Aug 05 14:15:30 +0000 2023,1.68783E+18,@Agany866Gany betul.   hitung cepat itu cara menang capres curang,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:13:57 +0000 2023,1.68783E+18,@Borneo0208 @psi_id @badaipianoman78 @helmyyahya Untuk Capres,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:13:24 +0000 2023,1.68783E+18,Capres gw nih.. Jlnnya cepat,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:12:57 +0000 2023,1.68783E+18,@Mdy_Asmara1701 Capres modal Selfi 🤭,0,3,0,0,in,1.27834E+18,1.68783E+18,enkaeriharmat,https://twitter.com/enkaeriharmat/status/1687829045206257664,,,,,,,,,,,,,,,
Sat Aug 05 14:12:47 +0000 2023,1.68783E+18,Jabar sambut Capres Perubahan 2024 🫶🏻 https://t.co/7XmYWXVFb8,0,0,5,4,in,194590819,1.68783E+18,didienAZHAR,https://twitter.com/didienAZHAR/status/1687829001988112387,,,,,,,,,,,,,,,
Sat Aug 05 14:12:39 +0000 2023,1.68783E+18,Demokrat Sebut SBY Sudah Endus Upaya Gugatan Batas Usia Capres dan Cawapres    https://t.co/Szq0pep67k,3,39,31,130,in,1.25863E+18,1.68783E+18,ajengcute16__,https://twitter.com/ajengcute16__/status/1687828968601493504,,,,,,,,,,,,,,,
Sat Aug 05 14:11:33 +0000 2023,1.68783E+18,@marlina_idha @aniesbaswedan Selamat datang capres @aniesbaswedan ..diranah minang semoga presiden kita di 2024 yang akan datang,0,0,0,1,in,1.11974E+18,1.68783E+18,MT93990025,https://twitter.com/MT93990025/status/1687828693920690176,,,,,,,,,,,,,,,
Sat Aug 05 14:09:26 +0000 2023,1.68783E+18,Zaman Jokowi ini kebabasan berpendapat anjlok,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:09:10 +0000 2023,1.68783E+18,@RomeoWalker19 @OnJustAnt @fadlizon @Gerindra @DivHumas_Polri @ListyoSigitP Karena ucapannya ini... Seandaikan saya punya partai @fadlizon ini langsung saya suruh jadi Capres,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:08:21 +0000 2023,1.68783E+18,Satu2nya Capres yg Selalu Memikirkan Keadilan,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:08:10 +0000 2023,1.68783E+18,@VIVAcoid yang udah jujur kecanduan aja mengaku jika otaknya rusak,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:08:09 +0000 2023,1.68783E+18,@Aryprasetyo85 @03__nakula @__AnakKolong @Anak__Ogi @al_lasan @Arindra__ @NgkongRoses @Widyarenee @kangwaqfi2 @itswincha Tau gk napa??? Klu bisa umroh,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:07:59 +0000 2023,1.68783E+18,@pinkscigs Capek kali bukan capres,0,0,0,0,in,2757584319,1.68778E+18,underwecr,https://twitter.com/underwecr/status/1687827797237280768,,,,,,,,,,,,,,,
Sat Aug 05 14:07:59 +0000 2023,1.68783E+18,@KompasTV kenceng gimana,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:06:24 +0000 2023,1.68783E+18,Menteri BUMN Erick Thohir dinilai sbg bakal cawapres yang unggul di berbagai hasil survei. Kehadiran Erick menjadi pendongkrak elektabilitas capres yg ada.   Tren elektabilitas yg unggul itu karena prestasi Erick yg sukses sbg menteri BUMN &amp  Ketum PSSI  #GanjarErickDuetTerbaik https://t.co/RfETR8Bp6L,0,0,2,4,in,1.34138E+18,1.68783E+18,mantan_terlena,https://twitter.com/mantan_terlena/status/1687827396689559552,,,,,,,,,,,,,,,
Sat Aug 05 14:04:47 +0000 2023,1.68783E+18,@AndreasSolusi @PS_presiden2024 @B_Hendratmo1 @AlmaghribiS @alextham878 @temanduit @tinggipasaribu @jatmiko99604253 @simple_heart68 Membela Pam De demi capresnya silahkan aja,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:02:53 +0000 2023,1.68783E+18,@aih_aria @Dennysiregar7 Pd saatnya nanti jg naik,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 14:02:00 +0000 2023,1.68783E+18,pak prabowo capres yang memang beda dari ke duanya  Rocky Gerung OSIS Bajingan Tolol Onana Umur 17 Kevin Garnacho Pasta Gigi Raisa #AjiOut MIN YOONGI#RonyKemana #KARINA #Gempa #SalmaxAngklungUdjoGWR Siwon Japan Airlines De Gea Malming #DPRIAN LPDP,0,0,0,1,in,1.58951E+18,1.68783E+18,AhmadHamdan0902,https://twitter.com/AhmadHamdan0902/status/1687826291490480128,,,,,,,,,,,,,,,
Sat Aug 05 13:59:33 +0000 2023,1.68783E+18,@WagimanDeep212_ Kalau batas usia capres cawapres diturunkan,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:57:15 +0000 2023,1.68783E+18,CAPRES KOALISI PERUBAHAN SEMAKIN TIDAK LAKU,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:56:17 +0000 2023,1.68782E+18,@will_rant Yap,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:55:21 +0000 2023,1.68782E+18,@narkosun Ini capres w https://t.co/JoMdR5cF4W,0,0,0,0,es,1.67189E+18,1.68768E+18,GunawanLil18453,https://twitter.com/GunawanLil18453/status/1687824618558779393,,,,,,,,,,,,,,,
Sat Aug 05 13:55:17 +0000 2023,1.68782E+18,@ganjarpranowo @gibran_tweet Kalo gua jadi anda ,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:51:58 +0000 2023,1.68782E+18,@gibran_tweet @PDemokrat Wkwkwlw pasukan dulgimin mulai cemas capres gak payu wapres 90% wurung,0,0,0,0,in,1.03085E+18,1.68762E+18,Achharisbonek,https://twitter.com/Achharisbonek/status/1687823767018614784,,,,,,,,,,,,,,,
Sat Aug 05 13:51:20 +0000 2023,1.68782E+18,@bangchankipas Banda irino apa jadi capres cawapres aja? Bininya kan sahabatan pada,1,0,0,0,in,1.59396E+18,1.68782E+18,StrayGodess,https://twitter.com/StrayGodess/status/1687823607584673793,,,,,,,,,,,,,,,
Sat Aug 05 13:50:28 +0000 2023,1.68782E+18,Literalmente el asesor de seguridad de Bukele,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:48:09 +0000 2023,1.68782E+18,Sebaiknya tidak usah memaksakan ,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:47:59 +0000 2023,1.68782E+18,@narkosun Capres kok ga ada visi misi…sama aja tiga2nya,0,1,0,5,in,1.51537E+18,1.68768E+18,dannieliciouss,https://twitter.com/dannieliciouss/status/1687822764278001664,,,,,,,,,,,,,,,
Sat Aug 05 13:46:58 +0000 2023,1.68782E+18,@hutanpinus___ Semoga mbah Nun cepat sehat. Buat saya mbah Nun adalah waliyullah. Walinya Allah di tanah Jawa. Kalau lainnya gak percaya terserah. Aku ora capres.,0,0,0,0,in,1.58959E+18,1.68773E+18,AlaindelonPaijo,https://twitter.com/AlaindelonPaijo/status/1687822506777014272,,,,,,,,,,,,,,,
Sat Aug 05 13:45:03 +0000 2023,1.68782E+18,@Lintas_Jaman Capres??,0,0,0,0,es,1.55703E+18,1.68742E+18,Blue_Shoe_Cant,https://twitter.com/Blue_Shoe_Cant/status/1687822023987462144,,,,,,,,,,,,,,,
Sat Aug 05 13:41:45 +0000 2023,1.68782E+18,@ch_chotimah2 Capres penggembira,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:41:09 +0000 2023,1.68782E+18,Udah gandeng nih,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:39:35 +0000 2023,1.68782E+18,@sukmawijaya91 @PS_presiden2024 @B_Hendratmo1 @AlmaghribiS @alextham878 @temanduit @tinggipasaribu @jatmiko99604253 @simple_heart68 Itu yg membedakan non ganjaris dg ganjaris. Bedanya di niat.   Saya juga kecam RG tapi bukan demi capres.,0,1,0,6,in,1.56995E+18,1.6878E+18,AndreasSolusi,https://twitter.com/AndreasSolusi/status/1687820648104841216,,,,,,,,,,,,,,,
Sat Aug 05 13:38:54 +0000 2023,1.68782E+18,@BANGSAygSUJUD @bengkeldodo Tapi kan sesuai fakta.Kadrun dan Kampret sdh 2 kali keok.Aplg skrg capresnya kakek2,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:38:22 +0000 2023,1.68782E+18,@henrysubiakto 11.000 Trilyun,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:38:20 +0000 2023,1.68782E+18,Ingat 19 Oktober sd 26 november 2023 adalah waktu pendaftaran capres 2024  ,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:36:24 +0000 2023,1.68782E+18,@Miduk17 @ulinyusron @Dennysiregar7 @adearmando61 @gujt @ekokuntadhi1 Gue sih ga akan pilih capres yang di dukung @Miduk17 yg suka jelekin capres lain,0,0,0,1,in,2654982644,1.68768E+18,1503Supardi,https://twitter.com/1503Supardi/status/1687819848548786176,,,,,,,,,,,,,,,
Sat Aug 05 13:35:57 +0000 2023,1.68782E+18,@mx00711 @frank21blue @agama_nusantara @Tita83079013 @PaijoKhentir @AremaNita__ @Jelantik5 @balaputra_deva @duniamaya_29 @Valhallaah @helenr1903 @bnsphrxyz @sakkusaitna @ilhampurnama887 @debbieflavi @RefublikAteis @BayuAngora @_christing_ @yudhapati88 @So,0,1,0,1,in,1.07747E+18,1.68781E+18,Dargomb33306384,https://twitter.com/Dargomb33306384/status/1687819733142589440,,,,,,,,,,,,,,,
Sat Aug 05 13:33:37 +0000 2023,1.68782E+18,@alisyarief Demokrasi kok ngelarang orang maju capres/cawapres😂,0,0,0,0,in,7.94546E+17,1.68764E+18,morillegawa,https://twitter.com/morillegawa/status/1687819145411432448,,,,,,,,,,,,,,,
Sat Aug 05 13:32:02 +0000 2023,1.68782E+18,@Dennysiregar7 @GunRomli Gw kira Gus Romli keburu2... Liat aja endingnya ntar gmn. Nyatanya Prabowo juga deketin mas Gibran waktu itu...viralnya bahkan ada yg bilang mas Gibran bakal capres nya Prabowo,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:29:34 +0000 2023,1.68782E+18,Usia Batas Minimum Capres,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:28:19 +0000 2023,1.68782E+18,@CNNIndonesia Trus kalian memahami Jokowi? Kalau paham Jokowi,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:26:08 +0000 2023,1.68782E+18,"Koq ada pernyataan SP betapa bodohnya Nasdem menempatkan capres yg membawa fikiran2 yg bertentangan dg komitmen kebangsaan""..ini dlm kontext apa ya? Apakah dlm kontext mencapreskan anies? Bernada sebuah kesadaran. Atau editankah? https://t.co/5WdjteHt2v""",0,0,0,0,in,599068868,1.68782E+18,inyongmanise,https://twitter.com/inyongmanise/status/1687817262299049985,,,,,,,,,,,,,,,
Sat Aug 05 13:25:32 +0000 2023,1.68782E+18,@PartaiSocmed @susipudjiastuti Capres nih 🙏,0,0,0,0,in,16724939,1.68768E+18,yaminelrust,https://twitter.com/yaminelrust/status/1687817111475998721,,,,,,,,,,,,,,,
Sat Aug 05 13:17:55 +0000 2023,1.68782E+18,@narkosun Siapa capres kalian..kerahkan sun teman2 lo di lapak lo ini..,0,1,2,4,in,1.60356E+18,1.68768E+18,MalmsteenEndye,https://twitter.com/MalmsteenEndye/status/1687815196071624704,,,,,,,,,,,,,,,
Sat Aug 05 13:16:23 +0000 2023,1.68781E+18,@Miduk17 Smua ??? Siapa aja sih  Mpok jgn minim logika dong. Jelas2 ada capres Prabowo dan Anies. Kok ngomong semua.   Lebay sih boleh2 aja klo itu mmg ciri khas elu,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:15:54 +0000 2023,1.68781E+18,@Uram0501 @TeddGus UU Pemilu sebelum ini umur minimal Capres dan Cawapres 35 tahun. Jadi tidak ada yg salah ketika digugat.,0,0,0,0,in,2881653068,1.68765E+18,AGoeci,https://twitter.com/AGoeci/status/1687814688695058432,,,,,,,,,,,,,,,
Sat Aug 05 13:15:36 +0000 2023,1.68781E+18,@RigAlfatih @narkosun Capres kebanyakan nonton paha asia..,0,0,0,0,in,1.60356E+18,1.68768E+18,MalmsteenEndye,https://twitter.com/MalmsteenEndye/status/1687814613239476225,,,,,,,,,,,,,,,
Sat Aug 05 13:15:34 +0000 2023,1.68781E+18,Elektabilitas anies lebih rendah dari capres lainnya https://t.co/TYZRAt1ar7,0,0,0,0,in,85091572,1.68781E+18,jevs_07yahoocom,https://twitter.com/jevs_07yahoocom/status/1687814604548915201,,,,,,,,,,,,,,,
Sat Aug 05 13:14:54 +0000 2023,1.68781E+18,@ShenoWirang Kalo bersih kenapa harus cawe cawe soal capres?  Capres yg gak sejalan diupayakan supaya batal nyapres,0,0,0,0,in,468760676,1.68773E+18,myrazra,https://twitter.com/myrazra/status/1687814437930246145,,,,,,,,,,,,,,,
Sat Aug 05 13:11:24 +0000 2023,1.68781E+18,@DeOtherProject Kalo ga memilih itu capres,0,0,0,0,in,369988188,1.68781E+18,Jefolee,https://twitter.com/Jefolee/status/1687813554060308480,,,,,,,,,,,,,,,
Sat Aug 05 13:09:30 +0000 2023,1.68781E+18,Postingan pertamaku soal Ganjar Pranowo Capres RI 2024,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:07:05 +0000 2023,1.68781E+18,@CNNIndonesia Kasian bu Puan,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:06:10 +0000 2023,1.68781E+18,@SahabatSaber eh kok cawapres,,,,,,,,,,,,,,,,,,,,,,,,
Sat Aug 05 13:04:27 +0000 2023,1.68781E+18,Kok Bisa Capres Ganjar Pranowo  di Nilai Sukses Bangun Jateng❓,0,0,0,0,in,3170751642,1.68781E+18,G0P4NK_G0P4NG_7,https://twitter.com/G0P4NK_G0P4NG_7/status/1687811806470049792,,,,,,,,,,,,,,,
Sat Aug 05 13:03:28 +0000 2023,1.68781E+18,Sekretaris Jenderal PDI Perjuangan Hasto Kristiyanto merespons kritik yang dilontarkan bakal capres Koalisi Perubahan untuk Persatuan (KPP) Anies Baswedan.  Anies mengkritik harga pangan yang mahal dan biaya rumah sakit yang membuat rakyat miskin. Hasto menyebut Anies melontarkan… https://t.co/YGbi8pJNKC,1,4,14,26,in,48359478,1.68781E+18,Melihat_Indo,https://twitter.com/Melihat_Indo/status/1687811558003605506,,,,,,,,,,,,,,,
